sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2018,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.3077954545454545,Balkans,Europe and Eurasia,0.6695111111111111
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2019,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.3287045454545455,Balkans,Europe and Eurasia,0.7919777777777778
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2020,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.3427954545454545,Balkans,Europe and Eurasia,0.7040444444444444
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2021,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.4468636363636364,Balkans,Europe and Eurasia,0.7256888888888889
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2022,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.3732954545454545,Balkans,Europe and Eurasia,0.6738
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,1.686,Upper Middle Income Country (World Bank Classification),-0.3483863636363636,Balkans,Europe and Eurasia,0.8442
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,1.686,Upper Middle Income Country (World Bank Classification),-0.2147727272727273,Balkans,Europe and Eurasia,0.9226444444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,1.686,Upper Middle Income Country (World Bank Classification),-0.1174090909090909,Balkans,Europe and Eurasia,0.9226444444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,1.686,Upper Middle Income Country (World Bank Classification),-0.01431818181818182,Balkans,Europe and Eurasia,0.9911111111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.1055227272727273,Balkans,Europe and Eurasia,1.121622222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.1055227272727273,Balkans,Europe and Eurasia,1.172711111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.1378863636363636,Balkans,Europe and Eurasia,1.299866666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.1640227272727273,Balkans,Europe and Eurasia,1.313755555555556
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.1371363636363636,Balkans,Europe and Eurasia,1.304266666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.09781818181818182,Balkans,Europe and Eurasia,1.320377777777778
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",69008,"Varieties of Democracy: Privacy protection by law exists, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,1.686,Upper Middle Income Country (World Bank Classification),0.1657954545454545,Balkans,Europe and Eurasia,1.261844444444444
"Democracy, Human Rights, and Governance",Human Rights,69028,"Varieties of Democracy: Power distributed by social group, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,1.221,Upper Middle Income Country (World Bank Classification),0.7634772727272727,Balkans,Europe and Eurasia,1.690177777777778
"Democracy, Human Rights, and Governance",Human Rights,69028,"Varieties of Democracy: Power distributed by social group, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,1.248,Upper Middle Income Country (World Bank Classification),0.7041590909090909,Balkans,Europe and Eurasia,1.604755555555556
"Democracy, Human Rights, and Governance",Human Rights,69028,"Varieties of Democracy: Power distributed by social group, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,1.248,Upper Middle Income Country (World Bank Classification),0.7291136363636364,Balkans,Europe and Eurasia,1.6074
"Democracy, Human Rights, and Governance",Human Rights,69028,"Varieties of Democracy: Power distributed by social group, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,1.248,Upper Middle Income Country (World Bank Classification),0.711,Balkans,Europe and Eurasia,1.618866666666667
"Democracy, Human Rights, and Governance",Human Rights,69028,"Varieties of Democracy: Power distributed by social group, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,1.248,Upper Middle Income Country (World Bank Classification),0.6761363636363636,Balkans,Europe and Eurasia,1.594
"Democracy, Human Rights, and Governance",Human Rights,69028,"Varieties of Democracy: Power distributed by social group, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,1.09,Upper Middle Income Country (World Bank Classification),0.6584772727272727,Balkans,Europe and Eurasia,1.529555555555556
